Date_Collected,LTC_Home,LTC_Home_Number,City,PHU,1st_dose_percentage_staff_vaccination_rate,2nd_dose_percentage_staff_vaccination_rate
12/31/2021,Wellington Terrace Long-Term Care Home,M629,Fergus,WELLINGTON-DUFFERIN-GUELPH,1,1
8/31/2021,The Fordwich Village Nursing Home,995,Fordwich,HURON-PERTH,1,1
9/30/2021,The Fordwich Village Nursing Home,995,Fordwich,HURON-PERTH,1,1
10/31/2021,The Fordwich Village Nursing Home,995,Fordwich,HURON-PERTH,1,1
11/30/2021,The Fordwich Village Nursing Home,995,Fordwich,HURON-PERTH,1,1
12/31/2021,The Fordwich Village Nursing Home,995,Fordwich,HURON-PERTH,1,1
8/31/2021,North Lambton Lodge,M559,Forest,LAMBTON,0.89,0.87
9/30/2021,North Lambton Lodge,M559,Forest,LAMBTON,0.96,0.92
10/31/2021,North Lambton Lodge,M559,Forest,LAMBTON,1,0.96
11/30/2021,North Lambton Lodge,M559,Forest,LAMBTON,1,1
12/31/2021,North Lambton Lodge,M559,Forest,LAMBTON,1,1
10/31/2021,Crescent Park Lodge,2587,Fort Erie,NIAGARA,0.97,0.94
10/31/2021,Gilmore Lodge,M528,Fort Erie,NIAGARA,1,1
10/31/2021,Maple Park Lodge,2891,Fort Erie,NIAGARA,1,0.97
11/30/2021,Crescent Park Lodge,2587,Fort Erie,NIAGARA,0.98,0.98
11/30/2021,Gilmore Lodge,M528,Fort Erie,NIAGARA,1,1
11/30/2021,Maple Park Lodge,2891,Fort Erie,NIAGARA,1,1
12/31/2021,Crescent Park Lodge,2587,Fort Erie,NIAGARA,1,1
12/31/2021,Gilmore Lodge,M528,Fort Erie,NIAGARA,1,1
12/31/2021,Maple Park Lodge,2891,Fort Erie,NIAGARA,1,1
10/31/2021,Rainycrest,3033,Fort Frances,NORTHWESTERN,0.96,0.92
11/30/2021,Rainycrest,3033,Fort Frances,NORTHWESTERN,1,0.98
12/31/2021,Rainycrest,3033,Fort Frances,NORTHWESTERN,1,1
8/31/2021,Crescent Park Lodge,2587,Fort Erie,NIAGARA,0.86,0.83
8/31/2021,Gilmore Lodge,M528,Fort Erie,NIAGARA,0.9,0.84
8/31/2021,Maple Park Lodge,2891,Fort Erie,NIAGARA,0.87,0.72
9/30/2021,Crescent Park Lodge,2587,Fort Erie,NIAGARA,0.93,0.91
9/30/2021,Gilmore Lodge,M528,Fort Erie,NIAGARA,0.94,0.89
9/30/2021,Maple Park Lodge,2891,Fort Erie,NIAGARA,0.96,0.86
8/31/2021,Rainycrest,3033,Fort Frances,NORTHWESTERN,0.89,0.86
9/30/2021,Rainycrest,3033,Fort Frances,NORTHWESTERN,0.9,0.89
8/31/2021,Carveth Care Centre,2683,Gananoque,"LEEDS,GRENVILLE,LANARK",0.95,0.94
9/30/2021,Carveth Care Centre,2683,Gananoque,"LEEDS,GRENVILLE,LANARK",0.94,0.93
10/31/2021,Carveth Care Centre,2683,Gananoque,"LEEDS,GRENVILLE,LANARK",0.96,0.94
11/30/2021,Carveth Care Centre,2683,Gananoque,"LEEDS,GRENVILLE,LANARK",1,1
12/31/2021,Carveth Care Centre,2683,Gananoque,"LEEDS,GRENVILLE,LANARK",1,1
8/31/2021,Bennett Health Care Centre,2816,Georgetown,HALTON,0.98,0.97
8/31/2021,Extendicare Halton Hills,2892,Georgetown,HALTON,0.93,0.87
9/30/2021,Bennett Health Care Centre,2816,Georgetown,HALTON,0.98,0.98
9/30/2021,Extendicare Halton Hills,2892,Georgetown,HALTON,0.96,0.95
10/31/2021,Bennett Health Care Centre,2816,Georgetown,HALTON,0.99,0.99
10/31/2021,Extendicare Halton Hills,2892,Georgetown,HALTON,1,1
11/30/2021,Bennett Health Care Centre,2816,Georgetown,HALTON,1,1
11/30/2021,Extendicare Halton Hills,2892,Georgetown,HALTON,1,1
12/31/2021,Bennett Health Care Centre,2816,Georgetown,HALTON,1,1
12/31/2021,Extendicare Halton Hills,2892,Georgetown,HALTON,1,1
8/31/2021,Geraldton District Hospital,2764,Geraldton,THUNDER BAY,0.84,0.77
9/30/2021,Geraldton District Hospital,2764,Geraldton,THUNDER BAY,0.83,0.78
10/31/2021,Geraldton District Hospital,2764,Geraldton,THUNDER BAY,1,0.89
11/30/2021,Geraldton District Hospital,2764,Geraldton,THUNDER BAY,1,0.95
12/31/2021,Geraldton District Hospital,2764,Geraldton,THUNDER BAY,1,1
8/31/2021,Fairmount Home for the Aged,M521,Glenburnie,KINGSTON FRONTENAC L & A,0.99,0.98
9/30/2021,Fairmount Home for the Aged,M521,Glenburnie,KINGSTON FRONTENAC L & A,0.95,0.92
10/31/2021,Fairmount Home for the Aged,M521,Glenburnie,KINGSTON FRONTENAC L & A,0.97,0.95
11/30/2021,Fairmount Home for the Aged,M521,Glenburnie,KINGSTON FRONTENAC L & A,1,1
12/31/2021,Fairmount Home for the Aged,M521,Glenburnie,KINGSTON FRONTENAC L & A,0.99,0.99
8/31/2021,Extendicare Laurier Manor,2665,Gloucester,OTTAWA,0.91,0.88
9/30/2021,Extendicare Laurier Manor,2665,Gloucester,OTTAWA,0.95,0.93
10/31/2021,Extendicare Laurier Manor,2665,Gloucester,OTTAWA,1,1
11/30/2021,Extendicare Laurier Manor,2665,Gloucester,OTTAWA,1,1
12/31/2021,Extendicare Laurier Manor,2665,Gloucester,OTTAWA,1,1
8/31/2021,Maitland Manor,965,Goderich,HURON-PERTH,0.89,0.85
9/30/2021,Maitland Manor,965,Goderich,HURON-PERTH,0.94,0.93
10/31/2021,Maitland Manor,965,Goderich,HURON-PERTH,1,1
11/30/2021,Maitland Manor,965,Goderich,HURON-PERTH,1,1
12/31/2021,Maitland Manor,965,Goderich,HURON-PERTH,1,1
10/31/2021,Manitoulin Lodge,2667,Gore Bay,SUDBURY,0.93,0.89
11/30/2021,Manitoulin Lodge,2667,Gore Bay,SUDBURY,1,1
12/31/2021,Manitoulin Lodge,2667,Gore Bay,SUDBURY,1,1
8/31/2021,Manitoulin Lodge,2667,Gore Bay,SUDBURY,0.84,0.81
9/30/2021,Manitoulin Lodge,2667,Gore Bay,SUDBURY,0.88,0.86
8/31/2021,Muskoka Shores Care Community,2819,Gravenhurst,SIMCOE-MUSKOKA,0.94,0.92
9/30/2021,Muskoka Shores Care Community,2819,Gravenhurst,SIMCOE-MUSKOKA,0.95,0.95
10/31/2021,Muskoka Shores Care Community,2819,Gravenhurst,SIMCOE-MUSKOKA,1,1
11/30/2021,Muskoka Shores Care Community,2819,Gravenhurst,SIMCOE-MUSKOKA,1,1
12/31/2021,Muskoka Shores Care Community,2819,Gravenhurst,SIMCOE-MUSKOKA,1,1
8/31/2021,Deer Park Villa,M611,Grimsby,NIAGARA,0.84,0.79
8/31/2021,Kilean Lodge,1866,Grimsby,NIAGARA,0.93,0.89
8/31/2021,Shalom Manor Long Term Care Home,3009,Grimsby,NIAGARA,0.83,0.79
9/30/2021,Deer Park Villa,M611,Grimsby,NIAGARA,0.92,0.89
9/30/2021,Kilean Lodge,1866,Grimsby,NIAGARA,0.97,0.97
9/30/2021,Shalom Manor Long Term Care Home,3009,Grimsby,NIAGARA,0.85,0.77
10/31/2021,Deer Park Villa,M611,Grimsby,NIAGARA,0.97,0.97
10/31/2021,Kilean Lodge,1866,Grimsby,NIAGARA,1,1
10/31/2021,Shalom Manor Long Term Care Home,3009,Grimsby,NIAGARA,0.9,0.88
11/30/2021,Deer Park Villa,M611,Grimsby,NIAGARA,1,1
11/30/2021,Kilean Lodge,1866,Grimsby,NIAGARA,1,1
11/30/2021,Shalom Manor Long Term Care Home,3009,Grimsby,NIAGARA,0.99,0.99
12/31/2021,Deer Park Villa,M611,Grimsby,NIAGARA,1,1
12/31/2021,Kilean Lodge,1866,Grimsby,NIAGARA,1,1
12/31/2021,Shalom Manor Long Term Care Home,3009,Grimsby,NIAGARA,1,1
8/31/2021,Eden House Nursing Home,2777,Guelph,WELLINGTON-DUFFERIN-GUELPH,0.89,0.87
8/31/2021,LaPointe-Fisher Nursing Home,2358,Guelph,WELLINGTON-DUFFERIN-GUELPH,0.92,0.88
8/31/2021,"St. Joseph's Health Centre, Guelph",3011,Guelph,WELLINGTON-DUFFERIN-GUELPH,0.96,0.51
8/31/2021,The Elliott Long Term Care Residence,M633,Guelph,WELLINGTON-DUFFERIN-GUELPH,0.99,0.98
8/31/2021,The Village of Riverside Glen,2915,Guelph,WELLINGTON-DUFFERIN-GUELPH,0.95,0.86
9/30/2021,Eden House Nursing Home,2777,Guelph,WELLINGTON-DUFFERIN-GUELPH,0.9,0.9
9/30/2021,LaPointe-Fisher Nursing Home,2358,Guelph,WELLINGTON-DUFFERIN-GUELPH,0.97,0.94
9/30/2021,"St. Joseph's Health Centre, Guelph",3011,Guelph,WELLINGTON-DUFFERIN-GUELPH,0.86,0.84
9/30/2021,The Elliott Long Term Care Residence,M633,Guelph,WELLINGTON-DUFFERIN-GUELPH,1,1
9/30/2021,The Village of Riverside Glen,2915,Guelph,WELLINGTON-DUFFERIN-GUELPH,0.94,0.9
10/31/2021,Eden House Nursing Home,2777,Guelph,WELLINGTON-DUFFERIN-GUELPH,0.91,0.9
10/31/2021,LaPointe-Fisher Nursing Home,2358,Guelph,WELLINGTON-DUFFERIN-GUELPH,1,0.94
10/31/2021,"St. Joseph's Health Centre, Guelph",3011,Guelph,WELLINGTON-DUFFERIN-GUELPH,0.92,0.9
10/31/2021,The Elliott Long Term Care Residence,M633,Guelph,WELLINGTON-DUFFERIN-GUELPH,1,1
10/31/2021,The Village of Riverside Glen,2915,Guelph,WELLINGTON-DUFFERIN-GUELPH,1,0.99
11/30/2021,Eden House Nursing Home,2777,Guelph,WELLINGTON-DUFFERIN-GUELPH,1,0.99
11/30/2021,LaPointe-Fisher Nursing Home,2358,Guelph,WELLINGTON-DUFFERIN-GUELPH,1,1
11/30/2021,"St. Joseph's Health Centre, Guelph",3011,Guelph,WELLINGTON-DUFFERIN-GUELPH,0.99,0.98
11/30/2021,The Elliott Long Term Care Residence,M633,Guelph,WELLINGTON-DUFFERIN-GUELPH,1,1
11/30/2021,The Village of Riverside Glen,2915,Guelph,WELLINGTON-DUFFERIN-GUELPH,1,1
12/31/2021,Eden House Nursing Home,2777,Guelph,WELLINGTON-DUFFERIN-GUELPH,1,1
12/31/2021,LaPointe-Fisher Nursing Home,2358,Guelph,WELLINGTON-DUFFERIN-GUELPH,1,1
12/31/2021,"St. Joseph's Health Centre, Guelph",3011,Guelph,WELLINGTON-DUFFERIN-GUELPH,1,1
12/31/2021,The Elliott Long Term Care Residence,M633,Guelph,WELLINGTON-DUFFERIN-GUELPH,1,1
12/31/2021,The Village of Riverside Glen,2915,Guelph,WELLINGTON-DUFFERIN-GUELPH,1,1
8/31/2021,Anson Place Care Centre,2786,Hagersville,HALDIMAND-NORFOLK,0.8,0.76
9/30/2021,Anson Place Care Centre,2786,Hagersville,HALDIMAND-NORFOLK,0.94,0.87
10/31/2021,Anson Place Care Centre,2786,Hagersville,HALDIMAND-NORFOLK,1,0.93
11/30/2021,Anson Place Care Centre,2786,Hagersville,HALDIMAND-NORFOLK,1,0.99
12/31/2021,Anson Place Care Centre,2786,Hagersville,HALDIMAND-NORFOLK,1,1
8/31/2021,Extendicare Tri-Town,2615,Haileybury,TIMISKAMING,0.87,0.85
8/31/2021,Temiskaming Lodge,2698,Haileybury,TIMISKAMING,0.84,0.77
9/30/2021,Extendicare Tri-Town,2615,Haileybury,TIMISKAMING,0.94,0.87
9/30/2021,Temiskaming Lodge,2698,Haileybury,TIMISKAMING,0.95,0.85
10/31/2021,Extendicare Tri-Town,2615,Haileybury,TIMISKAMING,0.97,0.95
10/31/2021,Temiskaming Lodge,2698,Haileybury,TIMISKAMING,1,0.96
11/30/2021,Extendicare Tri-Town,2615,Haileybury,TIMISKAMING,0.98,0.98
11/30/2021,Temiskaming Lodge,2698,Haileybury,TIMISKAMING,1,1
12/31/2021,Extendicare Tri-Town,2615,Haileybury,TIMISKAMING,1,1
12/31/2021,Temiskaming Lodge,2698,Haileybury,TIMISKAMING,1,1
8/31/2021,Extendicare Haliburton,2644,Haliburton,HALIBURTON KAWARTHA PR,0.91,0.91
8/31/2021,Highland Wood,3030,Haliburton,HALIBURTON KAWARTHA PR,0.88,0.86
9/30/2021,Extendicare Haliburton,2644,Haliburton,HALIBURTON KAWARTHA PR,0.97,0.97
9/30/2021,Highland Wood,3030,Haliburton,HALIBURTON KAWARTHA PR,0.91,0.91
10/31/2021,Extendicare Haliburton,2644,Haliburton,HALIBURTON KAWARTHA PR,1,1
10/31/2021,Highland Wood,3030,Haliburton,HALIBURTON KAWARTHA PR,0.95,0.94
11/30/2021,Extendicare Haliburton,2644,Haliburton,HALIBURTON KAWARTHA PR,1,1
11/30/2021,Highland Wood,3030,Haliburton,HALIBURTON KAWARTHA PR,0.95,0.94
12/31/2021,Extendicare Haliburton,2644,Haliburton,HALIBURTON KAWARTHA PR,0.99,0.99
12/31/2021,Highland Wood,3030,Haliburton,HALIBURTON KAWARTHA PR,1,1
8/31/2021,Arbour Creek Long-Term Care Centre,2930,Hamilton,HAMILTON,0.87,0.84
8/31/2021,BayWoods Place,2581,Hamilton,HAMILTON,0.9,0.84
8/31/2021,Dundurn Place Care Centre,2739,Hamilton,HAMILTON,0.92,0.89
8/31/2021,Extendicare Hamilton,2858,Hamilton,HAMILTON,0.91,0.89
8/31/2021,Grace Villa Nursing Home,2741,Hamilton,HAMILTON,0.73,0.67
8/31/2021,Hamilton Continuing Care,2706,Hamilton,HAMILTON,0.84,0.78
8/31/2021,Idlewyld Manor,2931,Hamilton,HAMILTON,0.93,0.91
8/31/2021,Macassa Lodge,M552,Hamilton,HAMILTON,0.91,0.86
8/31/2021,Parkview Nursing Centre,2700,Hamilton,HAMILTON,0.89,0.88
8/31/2021,Queen's Garden,2853,Hamilton,HAMILTON,0.93,0.89
8/31/2021,Regina Gardens,2922,Hamilton,HAMILTON,0.91,0.87
8/31/2021,Shalom Village Nursing Home,2775,Hamilton,HAMILTON,0.88,0.86
8/31/2021,St. Peter's Residence at Chedoke,2927,Hamilton,HAMILTON,0.89,0.85
8/31/2021,The Village of Wentworth Heights,2841,Hamilton,HAMILTON,0.95,0.84
8/31/2021,The Wellington Nursing Home,2784,Hamilton,HAMILTON,0.94,0.9
8/31/2021,Victoria Gardens Long Term Care,2806,Hamilton,HAMILTON,0.89,0.87
9/30/2021,Arbour Creek Long-Term Care Centre,2930,Hamilton,HAMILTON,0.9,0.88
9/30/2021,BayWoods Place,2581,Hamilton,HAMILTON,0.99,0.96
9/30/2021,Dundurn Place Care Centre,2739,Hamilton,HAMILTON,0.98,0.96
9/30/2021,Extendicare Hamilton,2858,Hamilton,HAMILTON,0.94,0.92
9/30/2021,Grace Villa Nursing Home,2741,Hamilton,HAMILTON,0.91,0.86
9/30/2021,Hamilton Continuing Care,2706,Hamilton,HAMILTON,0.95,0.83
9/30/2021,Idlewyld Manor,2931,Hamilton,HAMILTON,0.95,0.94
9/30/2021,Macassa  Lodge,M552,Hamilton,HAMILTON,0.94,0.9
9/30/2021,Parkview Nursing Centre,2700,Hamilton,HAMILTON,0.96,0.94
9/30/2021,Queen's Garden,2853,Hamilton,HAMILTON,0.99,0.91
9/30/2021,Regina Gardens,2922,Hamilton,HAMILTON,0.95,0.91
9/30/2021,Shalom Village Nursing Home,2775,Hamilton,HAMILTON,0.96,0.91
9/30/2021,St. Peter's Residence at Chedoke,2927,Hamilton,HAMILTON,0.96,0.89
9/30/2021,The Village of Wentworth Heights,2841,Hamilton,HAMILTON,0.97,0.93
9/30/2021,The Wellington Nursing Home,2784,Hamilton,HAMILTON,0.95,0.94
9/30/2021,Victoria Gardens Long Term Care,2806,Hamilton,HAMILTON,0.91,0.89
10/31/2021,Arbour Creek Long-Term Care Centre,2930,Hamilton,HAMILTON,0.93,0.92
10/31/2021,BayWoods Place,2581,Hamilton,HAMILTON,1,0.99
10/31/2021,Dundurn Place Care Centre,2739,Hamilton,HAMILTON,1,0.99
10/31/2021,Extendicare Hamilton,2858,Hamilton,HAMILTON,1,1
10/31/2021,Grace Villa Nursing Home,2741,Hamilton,HAMILTON,0.96,0.91
10/31/2021,Hamilton Continuing Care,2706,Hamilton,HAMILTON,1,0.97
10/31/2021,Idlewyld Manor,2931,Hamilton,HAMILTON,1,0.97
10/31/2021,Macassa  Lodge,M552,Hamilton,HAMILTON,0.98,0.96
10/31/2021,Parkview Nursing Centre,2700,Hamilton,HAMILTON,0.98,0.97
10/31/2021,Queen's Garden,2853,Hamilton,HAMILTON,1,1
10/31/2021,Regina Gardens,2922,Hamilton,HAMILTON,1,0.99
10/31/2021,Shalom Village Nursing Home,2775,Hamilton,HAMILTON,0.99,0.97
10/31/2021,St. Peter's Residence at Chedoke,2927,Hamilton,HAMILTON,0.99,0.95
10/31/2021,The Village of Wentworth Heights,2841,Hamilton,HAMILTON,0.97,0.97
10/31/2021,The Wellington Nursing Home,2784,Hamilton,HAMILTON,0.98,0.96
10/31/2021,Victoria Gardens Long Term Care,2806,Hamilton,HAMILTON,0.97,0.92
11/30/2021,Arbour Creek Long-Term Care Centre,2930,Hamilton,HAMILTON,0.99,0.99
11/30/2021,BayWoods Place,2581,Hamilton,HAMILTON,1,0.99
11/30/2021,Dundurn Place Care Centre,2739,Hamilton,HAMILTON,1,1
11/30/2021,Extendicare Hamilton,2858,Hamilton,HAMILTON,0.99,0.99
11/30/2021,Grace Villa Nursing Home,2741,Hamilton,HAMILTON,1,1
11/30/2021,Hamilton Continuing Care,2706,Hamilton,HAMILTON,0.99,0.99
11/30/2021,Idlewyld Manor,2931,Hamilton,HAMILTON,1,0.99
11/30/2021,Macassa  Lodge,M552,Hamilton,HAMILTON,0.99,0.99
11/30/2021,Parkview Nursing Centre,2700,Hamilton,HAMILTON,1,1
11/30/2021,Queen's Garden,2853,Hamilton,HAMILTON,1,1
11/30/2021,Regina Gardens,2922,Hamilton,HAMILTON,1,1
11/30/2021,St. Peter's Residence at Chedoke,2927,Hamilton,HAMILTON,1,1
11/30/2021,The Village of Wentworth Heights,2841,Hamilton,HAMILTON,1,1
11/30/2021,The Wellington Nursing Home,2784,Hamilton,HAMILTON,1,0.98
11/30/2021,Victoria Gardens Long Term Care,2806,Hamilton,HAMILTON,1,1
12/31/2021,Arbour Creek Long-Term Care Centre,2930,Hamilton,HAMILTON,1,1
12/31/2021,BayWoods Place,2581,Hamilton,HAMILTON,1,1
12/31/2021,Dundurn Place Care Centre,2739,Hamilton,HAMILTON,1,1
12/31/2021,Extendicare Hamilton,2858,Hamilton,HAMILTON,0.99,0.99
12/31/2021,Grace Villa Nursing Home,2741,Hamilton,HAMILTON,1,1
12/31/2021,Hamilton Continuing Care,2706,Hamilton,HAMILTON,1,1
12/31/2021,Idlewyld Manor,2931,Hamilton,HAMILTON,1,0.99
12/31/2021,Macassa  Lodge,M552,Hamilton,HAMILTON,1,1
12/31/2021,Parkview Nursing Centre,2700,Hamilton,HAMILTON,1,1
12/31/2021,Queen's Garden,2853,Hamilton,HAMILTON,1,1
12/31/2021,Regina Gardens,2922,Hamilton,HAMILTON,1,1
12/31/2021,St. Peter's Residence at Chedoke,2927,Hamilton,HAMILTON,1,1
12/31/2021,The Village of Wentworth Heights,2841,Hamilton,HAMILTON,1,1
12/31/2021,The Wellington Nursing Home,2784,Hamilton,HAMILTON,1,0.99
12/31/2021,Victoria Gardens Long Term Care,2806,Hamilton,HAMILTON,1,1
8/31/2021,Hanover Care Centre,2770,Hanover,GREY-BRUCE,0.92,0.92
8/31/2021,The Village Seniors Community,2599,Hanover,GREY-BRUCE,0.93,0.92
9/30/2021,Hanover Care Centre,2770,Hanover,GREY-BRUCE,0.98,0.91
9/30/2021,The Village Seniors Community,2599,Hanover,GREY-BRUCE,0.96,0.94
10/31/2021,Hanover Care Centre,2770,Hanover,GREY-BRUCE,1,0.98
10/31/2021,The Village Seniors Community,2599,Hanover,GREY-BRUCE,1,1
11/30/2021,Hanover Care Centre,2770,Hanover,GREY-BRUCE,1,1
11/30/2021,The Village Seniors Community,2599,Hanover,GREY-BRUCE,1,1
12/31/2021,Hanover Care Centre,2770,Hanover,GREY-BRUCE,1,1
12/31/2021,The Village Seniors Community,2599,Hanover,GREY-BRUCE,1,1
8/31/2021,Caressant Care Harriston,2595,Harriston,WELLINGTON-DUFFERIN-GUELPH,0.83,0.79
9/30/2021,Caressant Care Harriston,2595,Harriston,WELLINGTON-DUFFERIN-GUELPH,0.89,0.8
10/31/2021,Caressant Care Harriston,2595,Harriston,WELLINGTON-DUFFERIN-GUELPH,0.96,0.88
11/30/2021,Caressant Care Harriston,2595,Harriston,WELLINGTON-DUFFERIN-GUELPH,1,1
12/31/2021,Caressant Care Harriston,2595,Harriston,WELLINGTON-DUFFERIN-GUELPH,1,1
8/31/2021,Residence Prescott et Russell,M567,Hawkesbury,EASTERN ONTARIO,0.8,0.76
9/30/2021,Residence Prescott et Russell,M567,Hawkesbury,EASTERN ONTARIO,0.84,0.81
10/31/2021,Residence Prescott et Russell,M567,Hawkesbury,EASTERN ONTARIO,0.96,0.87
11/30/2021,Residence Prescott et Russell,M567,Hawkesbury,EASTERN ONTARIO,0.99,0.95
12/31/2021,Residence Prescott et Russell,M567,Hawkesbury,EASTERN ONTARIO,0.99,0.99
8/31/2021,Foyer Des Pionniers,2940,Hearst,PORCUPINE,0.87,0.84
9/30/2021,Foyer Des Pionniers,2940,Hearst,PORCUPINE,0.9,0.9
10/31/2021,Foyer Des Pionniers,2940,Hearst,PORCUPINE,0.97,0.91
11/30/2021,Foyer Des Pionniers,2940,Hearst,PORCUPINE,1,1
12/31/2021,Foyer Des Pionniers,2940,Hearst,PORCUPINE,1,1
8/31/2021,Queensway Long Term Care Home,933,Hensall,HURON-PERTH,0.98,0.95
9/30/2021,Queensway Long Term Care Home,933,Hensall,HURON-PERTH,0.99,0.98
10/31/2021,Queensway Long Term Care Home,933,Hensall,HURON-PERTH,1,1
11/30/2021,Queensway Long Term Care Home,933,Hensall,HURON-PERTH,1,1
12/31/2021,Queensway Long-Term Care Home,933,Hensall,HURON-PERTH,1,1
8/31/2021,Hornepayne Community Hospital,2771,Hornepayne,PORCUPINE,0.86,0.82
9/30/2021,Hornepayne Community Hospital,2771,Hornepayne,PORCUPINE,0.97,0.9
10/31/2021,Hornepayne Community Hospital,2771,Hornepayne,PORCUPINE,1,0.95
11/30/2021,Hornepayne Community Hospital,2771,Hornepayne,PORCUPINE,1,1
12/31/2021,Hornepayne Community Hospital,2771,Hornepayne,PORCUPINE,1,1
8/31/2021,Fairvern Nursing Home,2708,Huntsville,SIMCOE-MUSKOKA,0.86,0.84
8/31/2021,Muskoka Landing,2840,Huntsville,SIMCOE-MUSKOKA,0.92,0.88
9/30/2021,Fairvern Nursing Home,2708,Huntsville,SIMCOE-MUSKOKA,0.84,0.83
9/30/2021,Muskoka Landing,2840,Huntsville,SIMCOE-MUSKOKA,0.91,0.9
10/31/2021,Fairvern Nursing Home,2708,Huntsville,SIMCOE-MUSKOKA,0.93,0.91
10/31/2021,Muskoka Landing,2840,Huntsville,SIMCOE-MUSKOKA,1,0.97
11/30/2021,Muskoka Landing,2840,Huntsville,SIMCOE-MUSKOKA,1,1
12/31/2021,Fairvern Nursing Home,2708,Huntsville,SIMCOE-MUSKOKA,0.97,0.96
12/31/2021,Muskoka Landing,2840,Huntsville,SIMCOE-MUSKOKA,1,1
8/31/2021,Secord Trails Care Community,2628,Ingersoll,SOUTH WEST,0.89,0.83
8/31/2021,Woodingford Lodge - Ingersoll,M614,Ingersoll,SOUTH WEST,0.83,0.79
9/30/2021,Secord Trails Care Community,2628,Ingersoll,SOUTH WEST,0.94,0.89
9/30/2021,Woodingford Lodge - Ingersoll,M614,Ingersoll,SOUTH WEST,0.87,0.84
10/31/2021,Secord Trails Care Community,2628,Ingersoll,SOUTH WEST,0.95,0.91
10/31/2021,Woodingford Lodge - Ingersoll,M614,Ingersoll,SOUTH WEST,1,1
11/30/2021,Secord Trails Care Community,2628,Ingersoll,SOUTH WEST,1,1
11/30/2021,Woodingford Lodge - Ingersoll,M614,Ingersoll,SOUTH WEST,1,1
12/31/2021,Woodingford Lodge - Ingersoll,M614,Ingersoll,SOUTH WEST,1,1
10/31/2021,South Centennial Manor,3028,Iroquois Falls,PORCUPINE,0.97,0.88
11/30/2021,South Centennial Manor,3028,Iroquois Falls,PORCUPINE,1,1
12/31/2021,South Centennial Manor,3028,Iroquois Falls,PORCUPINE,1,1
8/31/2021,South Centennial Manor,3028,Iroquois Falls,PORCUPINE,0.76,0.74
9/30/2021,South Centennial Manor,3028,Iroquois Falls,PORCUPINE,0.8,0.76
8/31/2021,Rosebridge Manor,2671,Jasper,"LEEDS,GRENVILLE,LANARK",0.91,0.88
9/30/2021,Rosebridge Manor,2671,Jasper,"LEEDS,GRENVILLE,LANARK",1,0.97
10/31/2021,Rosebridge Manor,2671,Jasper,"LEEDS,GRENVILLE,LANARK",1,1
11/30/2021,Rosebridge Manor,2671,Jasper,"LEEDS,GRENVILLE,LANARK",1,1
12/31/2021,Rosebridge Manor,2671,Jasper,"LEEDS,GRENVILLE,LANARK",1,1
8/31/2021,Forest Hill,2834,Kanata,OTTAWA,0.98,0.98
8/31/2021,Garden Terrace,2882,Kanata,OTTAWA,0.93,0.89
9/30/2021,Forest Hill,2834,Kanata,OTTAWA,0.99,0.97
9/30/2021,Garden Terrace,2882,Kanata,OTTAWA,0.93,0.89
10/31/2021,Forest Hill,2834,Kanata,OTTAWA,1,1
10/31/2021,Garden Terrace,2882,Kanata,OTTAWA,0.99,0.99
11/30/2021,Forest Hill,2834,Kanata,OTTAWA,1,1
11/30/2021,Garden Terrace,2882,Kanata,OTTAWA,1,1
12/31/2021,Forest Hill,2834,Kanata,OTTAWA,1,1
12/31/2021,Garden Terrace,2882,Kanata,OTTAWA,1,1
8/31/2021,Extendicare Kapuskasing,2610,Kapuskasing,PORCUPINE,0.78,0.77
8/31/2021,North Centennial Manor,3027,Kapuskasing,PORCUPINE,0.78,0.76
9/30/2021,Extendicare Kapuskasing,2610,Kapuskasing,PORCUPINE,0.92,0.86
9/30/2021,North Centennial Manor,3027,Kapuskasing,PORCUPINE,0.81,0.77
10/31/2021,Extendicare Kapuskasing,2610,Kapuskasing,PORCUPINE,0.99,0.96
10/31/2021,North Centennial Manor,3027,Kapuskasing,PORCUPINE,0.91,0.85
11/30/2021,Extendicare Kapuskasing,2610,Kapuskasing,PORCUPINE,1,1
11/30/2021,North Centennial Manor,3027,Kapuskasing,PORCUPINE,1,0.94
12/31/2021,Extendicare Kapuskasing,2610,Kapuskasing,PORCUPINE,1,1
12/31/2021,North Centennial Manor,3027,Kapuskasing,PORCUPINE,1,1
8/31/2021,Bayfield Manor,2772,Kemptville,"LEEDS,GRENVILLE,LANARK",0.97,0.87
8/31/2021,Kemptville District Hospital,7073,Kemptville,"LEEDS,GRENVILLE,LANARK",0.92,0.91
9/30/2021,Bayfield Manor,2772,Kemptville,"LEEDS,GRENVILLE,LANARK",0.99,0.94
9/30/2021,Kemptville District Hospital,7073,Kemptville,"LEEDS,GRENVILLE,LANARK",0.97,0.95
10/31/2021,Bayfield Manor,2772,Kemptville,"LEEDS,GRENVILLE,LANARK",1,1
10/31/2021,Kemptville District Hospital,7073,Kemptville,"LEEDS,GRENVILLE,LANARK",0.97,0.96
11/30/2021,Bayfield Manor,2772,Kemptville,"LEEDS,GRENVILLE,LANARK",0.99,0.99
11/30/2021,Kemptville District Hospital,7073,Kemptville,"LEEDS,GRENVILLE,LANARK",0.98,0.97
12/31/2021,Bayfield Manor,2772,Kemptville,"LEEDS,GRENVILLE,LANARK",1,1
