Economic region code,Economic region name,Census division code,Census division name,Census subdivision code,Census subdivision name,Total Population,Total Private Dwellings,Population density (people/square km),Land area (square km),Total - Age groups,0-14 Years,15-64 Years,15-19 Years,20-24 Years,>=65,Average Age of Population,Median Age of Population,Total households by #/room,1 or fewer per room,>1 per room,Total households by housing suitability,Suitable housing,Unsuitable housing,Total owned and rented households >0 income,<30 percent of income spent on shelter,>=30 percent of income spent on shelter,30 - <100 percent of income spent on shelter,Total commuting duration,Commute <15 min,Commute 15-29 min,Commute 30-44 min,Commute 45-59 min,Commute >=60 min
3520, Muskoka-Kawarthas,3515,"Peterborough, County (CTY)",3515008,"Hiawatha First Nation, Indian reserve (IRI)",341.0,210.0,38.2,8.93,340.0,35.0,210.0,15.0,15.0,95.0,48.4,52.8,155.0,155.0,0.0,155.0,155.0,0.0,0.0,0.0,0.0,0.0,105.0,55.0,20.0,20.0,10.0,10.0
3520, Muskoka-Kawarthas,3515,"Peterborough, County (CTY)",3515013,"Cavan Monaghan, Township (TP)",10016.0,3704.0,32.7,306.39,10015.0,1780.0,6125.0,495.0,440.0,2110.0,43.2,44.8,3555.0,3540.0,10.0,3555.0,3470.0,85.0,3405.0,2930.0,465.0,430.0,3475.0,835.0,1190.0,750.0,295.0,400.0
3520, Muskoka-Kawarthas,3515,"Peterborough, County (CTY)",3515014,"Peterborough, City (CY)",83651.0,38006.0,1291.8,64.76,83650.0,11960.0,51435.0,4195.0,5985.0,20265.0,44.1,43.2,35980.0,35695.0,280.0,35980.0,34625.0,1355.0,35895.0,26660.0,9235.0,8535.0,26845.0,13915.0,7245.0,2550.0,1400.0,1735.0
3520, Muskoka-Kawarthas,3515,"Peterborough, County (CTY)",3515015,"Selwyn, Township (TP)",18653.0,8540.0,59.0,316.12,18655.0,2620.0,10685.0,925.0,825.0,5345.0,47.2,52.0,7480.0,7455.0,35.0,7480.0,7345.0,135.0,7340.0,6275.0,1060.0,1000.0,6170.0,1535.0,2525.0,1180.0,345.0,585.0
3520, Muskoka-Kawarthas,3515,"Peterborough, County (CTY)",3515019,"Curve Lake First Nation 35, Indian reserve (IRI)",1244.0,650.0,187.4,6.64,1245.0,215.0,765.0,60.0,60.0,270.0,43.7,48.4,545.0,540.0,0.0,545.0,515.0,30.0,0.0,0.0,0.0,0.0,320.0,115.0,65.0,70.0,25.0,40.0
3520, Muskoka-Kawarthas,3515,"Peterborough, County (CTY)",3515023,"Douro-Dummer, Township (TP)",7632.0,3601.0,16.6,459.46,7630.0,1210.0,4660.0,400.0,355.0,1760.0,44.8,48.4,2925.0,2920.0,0.0,2925.0,2855.0,70.0,2790.0,2445.0,345.0,300.0,2700.0,490.0,1075.0,665.0,190.0,275.0
3520, Muskoka-Kawarthas,3515,"Peterborough, County (CTY)",3515030,"Havelock-Belmont-Methuen, Township (TP)",5083.0,3856.0,9.6,529.35,5085.0,630.0,2930.0,215.0,205.0,1525.0,48.8,54.4,2230.0,2205.0,30.0,2230.0,2150.0,85.0,2205.0,1850.0,360.0,320.0,1530.0,330.0,295.0,415.0,260.0,235.0
3520, Muskoka-Kawarthas,3515,"Peterborough, County (CTY)",3515037,"North Kawartha, Township (TP)",2877.0,3693.0,3.9,746.35,2880.0,300.0,1565.0,95.0,90.0,1010.0,51.8,59.2,1335.0,1335.0,0.0,1335.0,1325.0,10.0,1325.0,1135.0,190.0,170.0,785.0,225.0,145.0,165.0,95.0,150.0
3520, Muskoka-Kawarthas,3515,"Peterborough, County (CTY)",3515044,"Trent Lakes, Municipality (MU)",6439.0,5750.0,7.7,833.72,6435.0,635.0,3720.0,205.0,215.0,2085.0,51.7,58.0,2950.0,2930.0,15.0,2950.0,2890.0,65.0,2930.0,2500.0,430.0,365.0,1820.0,400.0,405.0,430.0,195.0,390.0
3520, Muskoka-Kawarthas,3516,"Kawartha Lakes, Census division (CDR)",3516010,"Kawartha Lakes, City (CY)",79247.0,38947.0,26.1,3033.66,79245.0,10540.0,46355.0,3425.0,3655.0,22355.0,47.4,51.6,32705.0,32540.0,170.0,32705.0,31830.0,880.0,31795.0,25715.0,6085.0,5620.0,26165.0,7185.0,6495.0,4730.0,2695.0,5060.0
3530, Toronto,3518,"Durham, Regional municipality (RM)",3518001,"Pickering, City (CY)",99186.0,34327.0,429.2,231.1,99185.0,16405.0,66350.0,5915.0,6275.0,16435.0,40.9,40.8,33425.0,32675.0,745.0,33425.0,31650.0,1775.0,33270.0,25240.0,8030.0,7355.0,29865.0,5605.0,8450.0,8175.0,3820.0,3810.0
3530, Toronto,3518,"Durham, Regional municipality (RM)",3518005,"Ajax, Town (T)",126666.0,40275.0,1900.6,66.64,126665.0,23805.0,86275.0,8305.0,8180.0,16585.0,38.6,38.4,39490.0,38180.0,1310.0,39490.0,36645.0,2845.0,39390.0,29665.0,9725.0,9055.0,39745.0,8600.0,10405.0,9325.0,5430.0,5985.0
3530, Toronto,3518,"Durham, Regional municipality (RM)",3518009,"Whitby, Town (T)",138501.0,47389.0,944.1,146.69,138505.0,26425.0,91640.0,9620.0,8155.0,20440.0,39.5,40.0,46460.0,45670.0,785.0,46460.0,44445.0,2020.0,46335.0,36450.0,9885.0,9145.0,42240.0,10445.0,11860.0,8235.0,5505.0,6195.0
3530, Toronto,3518,"Durham, Regional municipality (RM)",3518013,"Oshawa, City (CY)",175383.0,69324.0,1203.6,145.72,175380.0,30805.0,115250.0,9680.0,10800.0,29325.0,40.3,39.2,66630.0,65285.0,1350.0,66630.0,62575.0,4060.0,66345.0,48015.0,18330.0,16945.0,56960.0,14955.0,17575.0,9710.0,5995.0,8715.0
3530, Toronto,3518,"Durham, Regional municipality (RM)",3518017,"Clarington, Municipality (MU)",101427.0,36852.0,166.0,610.84,101425.0,19620.0,66140.0,5990.0,5460.0,15670.0,39.6,39.2,35950.0,35620.0,330.0,35950.0,34800.0,1150.0,35665.0,29020.0,6645.0,6170.0,36720.0,9040.0,12515.0,6875.0,3565.0,4725.0
3530, Toronto,3518,"Durham, Regional municipality (RM)",3518020,"Scugog, Township (TP)",21581.0,8734.0,45.5,474.38,21580.0,3020.0,13325.0,1205.0,1120.0,5230.0,45.8,49.2,8245.0,8205.0,35.0,8245.0,8070.0,175.0,7985.0,6650.0,1335.0,1180.0,7660.0,1970.0,1585.0,1755.0,1095.0,1255.0
3530, Toronto,3518,"Durham, Regional municipality (RM)",3518022,"Mississaugas of Scugog Island, Indian reserve (IRI)",125.0,51.0,48.6,2.57,125.0,30.0,85.0,10.0,10.0,10.0,34.0,32.8,50.0,50.0,0.0,50.0,45.0,0.0,,,,,25.0,20.0,0.0,0.0,0.0,0.0
3530, Toronto,3518,"Durham, Regional municipality (RM)",3518029,"Uxbridge, Township (TP)",21556.0,8310.0,51.3,420.52,21560.0,3270.0,13675.0,1350.0,1285.0,4615.0,44.2,47.2,8010.0,7965.0,45.0,8010.0,7870.0,140.0,7775.0,6200.0,1570.0,1365.0,7260.0,1980.0,1545.0,1590.0,1070.0,1070.0
3530, Toronto,3518,"Durham, Regional municipality (RM)",3518039,"Brock, Township (TP)",12567.0,5297.0,29.7,422.64,12565.0,2130.0,7670.0,600.0,545.0,2770.0,43.5,44.4,4785.0,4745.0,45.0,4785.0,4600.0,190.0,4660.0,3715.0,945.0,875.0,4800.0,1115.0,950.0,900.0,630.0,1195.0
3530, Toronto,3519,"York, Regional municipality (RM)",3519028,"Vaughan, City (CY)",323103.0,107159.0,1185.9,272.44,323105.0,53290.0,217120.0,22300.0,21695.0,52690.0,40.9,41.6,103915.0,101010.0,2910.0,103915.0,97985.0,5930.0,103545.0,74660.0,28885.0,25505.0,100805.0,20325.0,35340.0,26770.0,9590.0,8780.0
3530, Toronto,3519,"York, Regional municipality (RM)",3519036,"Markham, City (CY)",338503.0,114908.0,1604.8,210.93,338500.0,53880.0,222560.0,20555.0,20345.0,62060.0,41.8,42.4,110865.0,106485.0,4385.0,110865.0,103130.0,7730.0,110140.0,74020.0,36120.0,30475.0,89280.0,15220.0,30635.0,24575.0,9200.0,9650.0
3530, Toronto,3519,"York, Regional municipality (RM)",3519038,"Richmond Hill, Town (T)",202022.0,72017.0,2004.4,100.79,202020.0,29970.0,137390.0,13730.0,12525.0,34665.0,42.2,43.6,69315.0,67400.0,1910.0,69315.0,65195.0,4120.0,68925.0,43350.0,25570.0,20820.0,55290.0,9145.0,17865.0,16055.0,5975.0,6250.0
3530, Toronto,3519,"York, Regional municipality (RM)",3519044,"Whitchurch-Stouffville, Town (T)",49864.0,17154.0,241.6,206.42,49865.0,9655.0,31270.0,2995.0,2425.0,8940.0,40.8,41.6,16710.0,16425.0,285.0,16710.0,16140.0,565.0,16615.0,12330.0,4280.0,3785.0,14470.0,3130.0,3730.0,4110.0,1640.0,1860.0
3530, Toronto,3519,"York, Regional municipality (RM)",3519046,"Aurora, Town (T)",62057.0,22253.0,1241.1,50.0,62060.0,10580.0,41920.0,4225.0,3775.0,9555.0,40.9,42.0,21510.0,21170.0,335.0,21510.0,20750.0,755.0,21440.0,15145.0,6295.0,5430.0,18335.0,4615.0,4425.0,4770.0,2430.0,2090.0
3530, Toronto,3519,"York, Regional municipality (RM)",3519048,"Newmarket, Town (T)",87942.0,31239.0,2284.1,38.5,87940.0,14520.0,59485.0,5770.0,5485.0,13945.0,41.0,41.6,30300.0,29820.0,480.0,30300.0,28920.0,1380.0,30200.0,22200.0,8000.0,7170.0,28345.0,8520.0,6855.0,6355.0,3385.0,3225.0
3530, Toronto,3519,"York, Regional municipality (RM)",3519049,"King, Township (TP)",27333.0,9346.0,82.3,332.12,27330.0,4875.0,18010.0,1890.0,1720.0,4450.0,41.1,43.2,8965.0,8865.0,105.0,8965.0,8725.0,245.0,8790.0,6455.0,2340.0,1955.0,8650.0,1315.0,2700.0,2550.0,1105.0,975.0
3530, Toronto,3519,"York, Regional municipality (RM)",3519054,"East Gwillimbury, Town (T)",34637.0,11869.0,141.4,244.91,34635.0,6635.0,23200.0,1955.0,1925.0,4805.0,39.2,39.6,11450.0,11360.0,90.0,11450.0,11095.0,355.0,11390.0,8335.0,3055.0,2670.0,11340.0,2165.0,3235.0,2615.0,1755.0,1570.0
3530, Toronto,3519,"York, Regional municipality (RM)",3519070,"Georgina, Town (T)",47642.0,19368.0,165.6,287.69,47640.0,7770.0,31855.0,2415.0,2475.0,8010.0,41.9,42.8,17895.0,17740.0,155.0,17895.0,17200.0,695.0,17785.0,13605.0,4185.0,3755.0,17835.0,3555.0,4420.0,3960.0,2405.0,3485.0
3530, Toronto,3519,"York, Regional municipality (RM)",3519076,"Chippewas of Georgina Island First Nation, Indian reserve (IRI)",231.0,550.0,16.0,14.47,230.0,40.0,125.0,10.0,5.0,65.0,47.6,53.2,110.0,110.0,0.0,110.0,105.0,0.0,,,,,85.0,50.0,15.0,15.0,0.0,10.0
3530, Toronto,3520,"Toronto, Census division (CDR)",3520005,"Toronto, City (C)",2794356.0,1253238.0,4427.8,631.1,2794355.0,384295.0,1933075.0,134810.0,185650.0,476985.0,41.5,39.6,1160890.0,1093085.0,67805.0,1160890.0,1016350.0,144545.0,1151795.0,777835.0,373965.0,321675.0,791470.0,130355.0,251795.0,222015.0,88655.0,98655.0
3530, Toronto,3521,"Peel, Regional municipality (RM)",3521005,"Mississauga, City (CY)",717961.0,254089.0,2452.5,292.74,717960.0,109320.0,489245.0,44665.0,51660.0,119400.0,41.1,40.8,244575.0,229855.0,14720.0,244575.0,216910.0,27660.0,243100.0,174940.0,68155.0,60495.0,218345.0,41835.0,83990.0,53060.0,18620.0,20845.0
3530, Toronto,3521,"Peel, Regional municipality (RM)",3521010,"Brampton, City (CY)",656480.0,189086.0,2469.0,265.89,656480.0,117660.0,456990.0,42890.0,56715.0,81830.0,37.5,36.0,182475.0,168325.0,14145.0,182475.0,158385.0,24085.0,181930.0,125575.0,56355.0,52650.0,238010.0,34355.0,87895.0,67240.0,22910.0,25620.0
3530, Toronto,3521,"Peel, Regional municipality (RM)",3521024,"Caledon, Town (T)",76581.0,24795.0,111.2,688.82,76580.0,13155.0,52025.0,5555.0,5435.0,11395.0,40.0,40.8,23700.0,23065.0,630.0,23700.0,22555.0,1145.0,23465.0,18315.0,5155.0,4650.0,27515.0,4835.0,6970.0,8760.0,3940.0,3010.0
3540, Kitchener-Waterloo-Barrie,3522,"Dufferin, County (CTY)",3522001,"East Garafraxa, Township (TP)",2794.0,944.0,16.8,166.5,2795.0,455.0,1885.0,200.0,185.0,450.0,41.7,44.0,905.0,905.0,0.0,905.0,880.0,25.0,825.0,695.0,130.0,115.0,1075.0,245.0,225.0,215.0,200.0,195.0
3540, Kitchener-Waterloo-Barrie,3522,"Dufferin, County (CTY)",3522008,"Amaranth, Township (TP)",4327.0,1428.0,16.3,265.02,4325.0,755.0,2915.0,310.0,275.0,655.0,40.8,42.4,1370.0,1350.0,25.0,1370.0,1320.0,55.0,1290.0,1010.0,280.0,240.0,1760.0,380.0,440.0,260.0,235.0,445.0
3540, Kitchener-Waterloo-Barrie,3522,"Dufferin, County (CTY)",3522010,"Grand Valley, Town (T)",3851.0,1445.0,24.3,158.6,3850.0,775.0,2605.0,200.0,200.0,475.0,38.0,36.8,1395.0,1390.0,10.0,1395.0,1325.0,70.0,1325.0,1015.0,310.0,290.0,1610.0,190.0,485.0,250.0,260.0,415.0
3540, Kitchener-Waterloo-Barrie,3522,"Dufferin, County (CTY)",3522012,"Mono, Town (T)",9421.0,3327.0,33.8,278.37,9420.0,1495.0,6020.0,580.0,550.0,1900.0,43.6,47.2,3130.0,3095.0,35.0,3130.0,3035.0,100.0,3050.0,2515.0,540.0,495.0,3270.0,925.0,555.0,645.0,565.0,580.0
3540, Kitchener-Waterloo-Barrie,3522,"Dufferin, County (CTY)",3522014,"Orangeville, Town (T)",30167.0,11308.0,1989.5,15.16,30165.0,5720.0,19855.0,1790.0,1655.0,4590.0,39.5,38.8,11060.0,10940.0,120.0,11060.0,10680.0,375.0,11030.0,8355.0,2675.0,2505.0,12090.0,4375.0,1405.0,2360.0,2110.0,1845.0
3540, Kitchener-Waterloo-Barrie,3522,"Dufferin, County (CTY)",3522016,"Mulmur, Township (TP)",3571.0,1682.0,12.5,286.17,3570.0,455.0,2380.0,200.0,195.0,740.0,45.2,50.0,1390.0,1380.0,0.0,1390.0,1360.0,30.0,1320.0,1025.0,295.0,275.0,1360.0,150.0,295.0,310.0,195.0,415.0
3540, Kitchener-Waterloo-Barrie,3522,"Dufferin, County (CTY)",3522019,"Melancthon, Township (TP)",3132.0,1104.0,10.1,310.39,3130.0,615.0,2060.0,205.0,185.0,450.0,39.3,39.2,1035.0,1020.0,15.0,1035.0,990.0,40.0,940.0,715.0,220.0,195.0,1270.0,360.0,255.0,265.0,135.0,250.0
3540, Kitchener-Waterloo-Barrie,3522,"Dufferin, County (CTY)",3522021,"Shelburne, Town (T)",8994.0,3150.0,1370.8,6.56,8990.0,1975.0,5725.0,565.0,470.0,1300.0,37.8,36.8,3025.0,2975.0,50.0,3025.0,2885.0,140.0,3025.0,2305.0,720.0,685.0,3690.0,895.0,795.0,435.0,525.0,1035.0
3540, Kitchener-Waterloo-Barrie,3523,"Wellington, County (CTY)",3523001,"Puslinch, Township (TP)",7944.0,2946.0,37.0,214.82,7945.0,1110.0,5010.0,495.0,440.0,1825.0,45.5,49.2,2855.0,2830.0,25.0,2855.0,2825.0,30.0,2780.0,2335.0,445.0,390.0,2755.0,760.0,1000.0,555.0,235.0,205.0
3540, Kitchener-Waterloo-Barrie,3523,"Wellington, County (CTY)",3523008,"Guelph, City (CY)",143740.0,59746.0,1644.1,87.43,143740.0,23505.0,96690.0,8415.0,10525.0,23540.0,40.1,38.4,56480.0,55040.0,1440.0,56480.0,53355.0,3125.0,56310.0,43400.0,12905.0,11755.0,52230.0,21215.0,16520.0,7335.0,3455.0,3700.0
3540, Kitchener-Waterloo-Barrie,3523,"Wellington, County (CTY)",3523009,"Guelph/Eramosa, Township (TP)",13904.0,4993.0,47.5,292.84,13905.0,2315.0,9000.0,890.0,760.0,2590.0,42.6,45.2,4840.0,4810.0,30.0,4840.0,4700.0,135.0,4695.0,3990.0,710.0,660.0,4985.0,1250.0,1720.0,870.0,640.0,510.0
3540, Kitchener-Waterloo-Barrie,3523,"Wellington, County (CTY)",3523017,"Erin, Town (T)",11981.0,4396.0,40.1,298.81,11980.0,1815.0,8080.0,715.0,720.0,2085.0,43.0,46.8,4220.0,4165.0,60.0,4220.0,4100.0,120.0,4060.0,3345.0,720.0,600.0,4585.0,885.0,930.0,1155.0,970.0,655.0
3540, Kitchener-Waterloo-Barrie,3523,"Wellington, County (CTY)",3523025,"Centre Wellington, Township (TP)",31093.0,12701.0,75.9,409.41,31095.0,5340.0,18815.0,1770.0,1510.0,6935.0,43.3,44.4,11975.0,11865.0,105.0,11975.0,11630.0,340.0,11690.0,9715.0,1975.0,1825.0,11495.0,4080.0,3255.0,2315.0,755.0,1085.0
3540, Kitchener-Waterloo-Barrie,3523,"Wellington, County (CTY)",3523033,"Mapleton, Township (TP)",10839.0,3633.0,20.2,535.56,10840.0,2935.0,6570.0,875.0,695.0,1335.0,34.6,32.0,3245.0,3160.0,80.0,3245.0,3085.0,160.0,2700.0,2350.0,355.0,330.0,3880.0,1275.0,1295.0,720.0,340.0,255.0
3540, Kitchener-Waterloo-Barrie,3523,"Wellington, County (CTY)",3523043,"Minto, Town (T)",9094.0,3885.0,30.3,300.19,9095.0,1755.0,5440.0,530.0,525.0,1900.0,41.5,40.8,3415.0,3355.0,55.0,3415.0,3310.0,110.0,3245.0,2775.0,470.0,455.0,3670.0,1350.0,1095.0,460.0,325.0,440.0
3540, Kitchener-Waterloo-Barrie,3523,"Wellington, County (CTY)",3523050,"Wellington North, Township (TP)",12431.0,4987.0,23.6,526.31,12430.0,2340.0,7360.0,670.0,680.0,2735.0,42.4,42.0,4790.0,4745.0,45.0,4790.0,4585.0,205.0,4460.0,3605.0,850.0,785.0,4680.0,1870.0,1110.0,690.0,455.0,560.0
3530, Toronto,3524,"Halton, Regional municipality (RM)",3524001,"Oakville, Town (T)",213759.0,76179.0,1538.5,138.94,213760.0,38435.0,141725.0,16665.0,13375.0,33595.0,40.4,41.6,73560.0,72055.0,1500.0,73560.0,70615.0,2945.0,73110.0,53810.0,19295.0,15945.0,54320.0,14895.0,17515.0,11985.0,5055.0,4860.0
3550, Hamilton-Niagara Peninsula,3524,"Halton, Regional municipality (RM)",3524002,"Burlington, City (CY)",186948.0,74891.0,1004.4,186.12,186945.0,29900.0,117870.0,11075.0,9735.0,39180.0,43.3,44.4,73180.0,72360.0,820.0,73180.0,70640.0,2535.0,72995.0,56120.0,16875.0,15220.0,56180.0,18265.0,19215.0,10040.0,4455.0,4205.0
3530, Toronto,3524,"Halton, Regional municipality (RM)",3524009,"Milton, Town (T)",132979.0,41000.0,365.5,363.83,132980.0,31980.0,87770.0,9520.0,6880.0,13225.0,35.2,36.0,40035.0,38360.0,1675.0,40035.0,37450.0,2585.0,39820.0,29750.0,10075.0,9350.0,39235.0,9335.0,10260.0,10840.0,4350.0,4455.0
3530, Toronto,3524,"Halton, Regional municipality (RM)",3524015,"Halton Hills, Town (T)",62951.0,22252.0,227.4,276.81,62950.0,10720.0,42750.0,4510.0,4060.0,9485.0,40.7,42.0,21825.0,21620.0,205.0,21825.0,21135.0,690.0,21745.0,17715.0,4030.0,3595.0,22875.0,6245.0,5640.0,6000.0,2855.0,2130.0
3550, Hamilton-Niagara Peninsula,3525,"Hamilton, Census division (CDR)",3525005,"Hamilton, City (C)",569353.0,233564.0,509.1,1118.31,569350.0,91240.0,373820.0,31795.0,36405.0,104290.0,41.5,40.8,222805.0,217400.0,5410.0,222805.0,208980.0,13825.0,221115.0,169815.0,51305.0,46570.0,190280.0,47920.0,76225.0,34950.0,14965.0,16215.0
3550, Hamilton-Niagara Peninsula,3526,"Niagara, Regional municipality (RM)",3526003,"Fort Erie, Town (T)",32901.0,15875.0,197.9,166.24,32900.0,4405.0,19530.0,1620.0,1515.0,8970.0,47.2,51.6,14080.0,13990.0,85.0,14080.0,13675.0,410.0,13995.0,11295.0,2695.0,2510.0,10475.0,4030.0,3130.0,2235.0,465.0,625.0
3550, Hamilton-Niagara Peninsula,3526,"Niagara, Regional municipality (RM)",3526011,"Port Colborne, City (CY)",20033.0,10219.0,164.2,121.99,20030.0,2635.0,12020.0,980.0,920.0,5380.0,47.2,50.4,8710.0,8640.0,70.0,8710.0,8410.0,305.0,8650.0,6885.0,1765.0,1640.0,6810.0,2560.0,1915.0,1520.0,340.0,480.0
3550, Hamilton-Niagara Peninsula,3526,"Niagara, Regional municipality (RM)",3526014,"Wainfleet, Township (TP)",6887.0,3116.0,31.7,217.53,6885.0,1100.0,4340.0,360.0,360.0,1445.0,43.8,47.2,2615.0,2590.0,25.0,2615.0,2550.0,65.0,2485.0,2160.0,325.0,300.0,2500.0,550.0,860.0,670.0,240.0,180.0
3550, Hamilton-Niagara Peninsula,3526,"Niagara, Regional municipality (RM)",3526021,"West Lincoln, Township (TP)",15454.0,5422.0,39.9,387.02,15455.0,3125.0,9645.0,985.0,855.0,2690.0,40.1,40.8,5295.0,5235.0,60.0,5295.0,5100.0,195.0,5030.0,4305.0,725.0,655.0,5790.0,1375.0,1695.0,1675.0,570.0,480.0
3550, Hamilton-Niagara Peninsula,3526,"Niagara, Regional municipality (RM)",3526028,"Pelham, Town (T)",18192.0,7123.0,144.0,126.35,18190.0,2720.0,10510.0,985.0,910.0,4960.0,46.5,50.4,6960.0,6925.0,30.0,6960.0,6835.0,130.0,6850.0,5825.0,1025.0,945.0,5580.0,1815.0,2235.0,860.0,285.0,380.0
3550, Hamilton-Niagara Peninsula,3526,"Niagara, Regional municipality (RM)",3526032,"Welland, City (CY)",55750.0,24530.0,686.9,81.16,55750.0,8310.0,34600.0,2895.0,3110.0,12840.0,44.1,45.2,23655.0,23480.0,175.0,23655.0,22805.0,850.0,23585.0,18430.0,5150.0,4795.0,18675.0,6455.0,6890.0,3390.0,840.0,1095.0
3550, Hamilton-Niagara Peninsula,3526,"Niagara, Regional municipality (RM)",3526037,"Thorold, City (CY)",23816.0,9856.0,285.9,83.29,23820.0,4015.0,16065.0,1470.0,1850.0,3735.0,39.5,37.2,9095.0,8950.0,145.0,9095.0,8680.0,415.0,9050.0,7015.0,2040.0,1790.0,8225.0,2545.0,3595.0,900.0,535.0,650.0
3550, Hamilton-Niagara Peninsula,3526,"Niagara, Regional municipality (RM)",3526043,"Niagara Falls, City (CY)",94415.0,39778.0,449.1,210.25,94415.0,13895.0,59860.0,5125.0,5515.0,20660.0,43.9,44.8,37790.0,37275.0,515.0,37790.0,36070.0,1720.0,37600.0,28855.0,8745.0,8090.0,29290.0,11985.0,11395.0,3220.0,1010.0,1675.0
3550, Hamilton-Niagara Peninsula,3526,"Niagara, Regional municipality (RM)",3526047,"Niagara-on-the-Lake, Town (T)",19088.0,8578.0,145.3,131.35,19090.0,2100.0,10085.0,835.0,895.0,6905.0,51.3,57.2,7855.0,7810.0,50.0,7855.0,7715.0,145.0,7645.0,6150.0,1500.0,1335.0,4700.0,1860.0,1695.0,620.0,180.0,340.0
3550, Hamilton-Niagara Peninsula,3526,"Niagara, Regional municipality (RM)",3526053,"St. Catharines, City (CY)",136803.0,61977.0,1422.1,96.2,136805.0,19350.0,85590.0,6945.0,8510.0,31865.0,44.3,44.8,58905.0,58135.0,765.0,58905.0,56445.0,2460.0,58620.0,44650.0,13970.0,12810.0,44635.0,18475.0,16450.0,5525.0,1660.0,2520.0
3550, Hamilton-Niagara Peninsula,3526,"Niagara, Regional municipality (RM)",3526057,"Lincoln, Town (T)",25719.0,9826.0,158.0,162.74,25720.0,4265.0,15710.0,1400.0,1355.0,5740.0,43.6,44.4,9555.0,9540.0,15.0,9555.0,9295.0,260.0,9325.0,7920.0,1405.0,1285.0,8905.0,3020.0,2920.0,1735.0,605.0,640.0
3550, Hamilton-Niagara Peninsula,3526,"Niagara, Regional municipality (RM)",3526065,"Grimsby, Town (T)",28883.0,11626.0,420.4,68.71,28880.0,4680.0,18040.0,1675.0,1445.0,6165.0,43.5,45.2,11395.0,11330.0,65.0,11395.0,11150.0,240.0,11340.0,9155.0,2180.0,2015.0,9860.0,2845.0,3365.0,2115.0,695.0,840.0
3550, Hamilton-Niagara Peninsula,3528,"Haldimand-Norfolk, Census division (CDR)",3528018,"Haldimand County, City (CY)",49216.0,20710.0,39.4,1250.45,49215.0,8630.0,30470.0,2740.0,2460.0,10115.0,42.5,43.6,18720.0,18555.0,165.0,18720.0,18105.0,615.0,18110.0,15060.0,3050.0,2845.0,18855.0,5335.0,4420.0,4435.0,2470.0,2195.0
3550, Hamilton-Niagara Peninsula,3528,"Haldimand-Norfolk, Census division (CDR)",3528035,"New Credit (Part) 40A, Indian reserve (IRI)",166.0,58.0,32.7,5.08,165.0,40.0,100.0,20.0,10.0,25.0,36.2,34.0,50.0,55.0,0.0,50.0,50.0,0.0,,,,,35.0,30.0,0.0,10.0,0.0,0.0
3550, Hamilton-Niagara Peninsula,3528,"Haldimand-Norfolk, Census division (CDR)",3528037,"Six Nations (Part) 40, Indian reserve (IRI)",,,,30.59,,,,,,,,,,,,,,,,,,,,,,,,
3550, Hamilton-Niagara Peninsula,3528,"Haldimand-Norfolk, Census division (CDR)",3528052,"Norfolk County, City (CY)",67490.0,30085.0,42.2,1597.68,67490.0,10290.0,39755.0,3460.0,3195.0,17450.0,45.5,48.8,27595.0,27415.0,180.0,27595.0,26695.0,905.0,26845.0,22665.0,4180.0,3820.0,23740.0,7600.0,7720.0,4490.0,1815.0,2120.0
3550, Hamilton-Niagara Peninsula,3529,"Brant, Census division (CDR)",3529005,"Brant, City (CY)",39474.0,14778.0,48.3,817.66,39475.0,6705.0,24720.0,2330.0,2110.0,8045.0,42.8,44.0,14330.0,14245.0,80.0,14330.0,13910.0,420.0,13820.0,11795.0,2025.0,1815.0,14825.0,3925.0,5745.0,2745.0,1225.0,1185.0
3550, Hamilton-Niagara Peninsula,3529,"Brant, Census division (CDR)",3529006,"Brantford, City (CY)",104688.0,43269.0,1061.2,98.65,104690.0,17970.0,66925.0,5930.0,6195.0,19800.0,41.4,40.8,41675.0,41020.0,655.0,41675.0,39490.0,2185.0,41570.0,32250.0,9320.0,8700.0,38205.0,15815.0,10315.0,6310.0,2980.0,2785.0
3550, Hamilton-Niagara Peninsula,3529,"Brant, Census division (CDR)",3529020,"Six Nations (Part) 40, Indian reserve (IRI)",,,,157.7,,,,,,,,,,,,,,,,,,,,,,,,
3550, Hamilton-Niagara Peninsula,3529,"Brant, Census division (CDR)",3529021,"New Credit (Part) 40A, Indian reserve (IRI)",609.0,203.0,30.3,20.1,610.0,150.0,375.0,50.0,30.0,85.0,37.2,39.6,200.0,195.0,0.0,200.0,175.0,30.0,0.0,0.0,0.0,0.0,135.0,30.0,55.0,25.0,15.0,0.0
3540, Kitchener-Waterloo-Barrie,3530,"Waterloo, Regional municipality (RM)",3530004,"North Dumfries, Township (TP)",10619.0,3768.0,56.5,188.09,10620.0,1940.0,6905.0,715.0,600.0,1775.0,40.9,42.4,3690.0,3675.0,20.0,3690.0,3605.0,85.0,3610.0,3155.0,460.0,400.0,4005.0,1100.0,1510.0,930.0,255.0,210.0
3540, Kitchener-Waterloo-Barrie,3530,"Waterloo, Regional municipality (RM)",3530010,"Cambridge, City (CY)",138479.0,53013.0,1225.5,112.99,138480.0,24475.0,91845.0,8455.0,8325.0,22160.0,40.0,39.2,51270.0,49980.0,1285.0,51270.0,48270.0,2995.0,51170.0,40325.0,10845.0,10105.0,51550.0,16690.0,18540.0,8900.0,3480.0,3935.0
