X,Y,FID,OGF_ID,MOH_PRO_ID,SERV_TYPE,SERV_DET,EN_NAME,FR_NAME,EN_ALT,FR_ALT,ADDRESS_1,ADDRESS_2,ADDR_DESCR,COMMUNITY,POSTALCODE,GEO_UPT_DT,EFF_DATE
-80.017015445,45.3410395430001,2655,172388479,2966,Long-Term Care Home,Non-Profit,Lakeland Long Term Care (Eldcap), , , ,6 Albert Street, , ,Parry Sound,P2A3A4,20220428135931,20220426155103
-74.86318355,45.2841074660001,2697,172388518,3000,Long-Term Care Home,Non-Profit,Maxville Manor, , , ,80 Mechanic Street West, , ,Maxville,K0C1T0,20220428140002,20220426155108
-80.535250329,43.4239713910001,2711,172388485,2917,Long-Term Care Home,For-Profit,Lanark Heights Long Term Care Centre, , , ,46 Lanark Crescent, , ,Kitchener,N2N2Z8,20220428140021,20220426155103
-79.31460068,43.861207225,2729,172388752,3018,Long-Term Care Home,Non-Profit,Union Villa, , , ,4300 Highway 7,Unit 7, ,Markham,L3R1L8,20220428140115,20220426155139
-79.667357464,43.534737551,2742,172388331,2736,Long-Term Care Home,For-Profit,Erin Mills Lodge Nursing Home, , , ,2132 Dundas Street West, , ,Mississauga,L5K2K7,20220428135946,20220426155043
-83.6797356709999,49.684894704,2746,172388389,2940,Long-Term Care Home,Non-Profit,Foyer Des Pionniers, , , ,67 15th Street,Postal Office Box 1538, ,Hearst,P0L1N0,20220428135931,20220426155051
-75.688583331,45.3698376460001,2756,172388673,3015,Long-Term Care Home,Non-Profit,St. Patrick's Home, , , ,2865 Riverside Drive, , ,Ottawa,K1V8N5,20220428140003,20220426155128
-75.775567458,45.3546294400001,2770,172388368,2709,Long-Term Care Home,For-Profit,Extendicare West End Villa, , , ,2179 Elmira Drive, , ,Ottawa,K2C3S1,20220428140056,20220426155048
-80.6822039469999,48.764647047,2772,172388650,3028,Long-Term Care Home,Non-Profit,South Centennial Manor, , , ,240 Fyfe Street, , ,Iroquois Falls,P0K1E0,20220428140021,20220426155125
-79.864936561,47.8202030480001,2801,172388561,2585,Long-Term Care Home,For-Profit,Northview Nursing Home, , , ,77 River Road,Postal Office Box 1139, ,Englehart,P0J1H0,20220428140115,20220426155113
-78.760815346,44.344590134,2819,172388246,2916,Long-Term Care Home,For-Profit,Caressant Care on McLaughlin Road, , , ,114 McLaughlin Road, , ,Kawartha Lakes,K9V6L1,20220428135946,20220426155032
-80.5913603509999,43.464934095,2822,172388289,2856,Long-Term Care Home,For-Profit,Columbia Forest, , , ,650 Mountain Maple Avenue, , ,Waterloo,N2V2P7,20220428135930,20220426155037
-81.995052957,43.093040961,2830,172388554,M559,Long-Term Care Home,Non-Profit,North Lambton Lodge, , , ,39 Morris Street,R.R. 6, ,Forest,N0N1J0,20220428140002,20220426155113
-75.65277649,45.0190841880001,2843,172388201,2772,Long-Term Care Home,For-Profit,Bayfield Manor, , , ,100 Elvira Street,"Postal Office Bag 3000, P.O", ,Kemptville,K0G1J0,20220428140056,20220426155026
-79.3931443869999,43.6552663850001,2846,172388535,3002,Long-Term Care Home,Non-Profit,Mon Sheong Home for the Aged, , , ,36 D'Arcy Street, , ,Toronto,M5T1J7,20220428140021,20220426155110
-81.397538013,43.556546172,2865,172388635,1135,Long-Term Care Home,For-Profit,Seaforth Long Term Care Home, , , ,100 James Street, , ,Seaforth,N0K1W0,20220428140003,20220426155123
-79.463400945,44.0489398500001,2878,172388316,2240,Long-Term Care Home,For-Profit,Eagle Terrace, , , ,329 Eagle Street, , ,Newmarket,L3Y1K3,20220428140056,20220426155041
-82.927550173,42.2991007750001,2880,172388618,2972,Long-Term Care Home,For-Profit,Riverside Place, , , ,3181 Meadowbrook Lane, , ,Windsor,N8T0A4,20220428140021,20220426155121
-82.7373271929999,42.0501285400001,2903,172388272,2939,Long-Term Care Home,For-Profit,Chartwell Royal Oak Long Term Care Residence, , , ,1750 Division Road North, , ,Kingsville,N9Y4G7,20220428140039,20220426155035
-77.1484713949999,44.002438447,2941,172388469,893,Long-Term Care Home,For-Profit,Kentwood Park, , , ,2 Ontario Street, , ,Prince Edward,K0K2T0,20220428140002,20220426155101
-82.135324681,42.877833417,2955,172388381,2673,Long-Term Care Home,For-Profit,Fiddick's Nursing Home, , , ,437 First Avenue,Postal Office Box 340, ,Petrolia,N0N1R0,20220428140021,20220426155050
-79.4302096009999,43.6763981870001,2997,172388438,2798,Long-Term Care Home,Non-Profit,Hellenic Care for Seniors (Toronto), , , ,215 Tyrrel Avenue, , ,Toronto,M6G4A9,20220428140039,20220426155057
-79.850525497,43.2478639920001,3008,172388425,2706,Long-Term Care Home,For-Profit,Hamilton Continuing Care, , , ,125 Wentworth Street South, , ,Hamilton,L8N2Z1,20220428140039,20220426155056
-79.373800395,43.8076617130001,3029,172388268,2556,Long-Term Care Home,For-Profit,Chartwell Gibson Long Term Care Residence, , , ,1925 Steeles Avenue East, , ,Toronto,M2H2H3,20220428135946,20220426155035
-79.721714983,43.5532057520001,3060,172388720,2881,Long-Term Care Home,For-Profit,The Village of Erin Meadows, , , ,2930 Erin Centre Boulevard, , ,Mississauga,L5M7M4,20220428135916,20220426155134
-80.949027068,44.567385567,3065,172388509,2690,Long-Term Care Home,For-Profit,Maple View, , , ,1029 4th Avenue West, , ,Owen Sound,N4K4W1,20220428140056,20220426155107
-81.0980000069999,43.423999963,3107,172388448,1975,Long-Term Care Home,For-Profit,Hillside Manor, , , ,Highway 8,"R.R. 5, 5066 Perth East Line 34", ,Stratford,N5A6S6,20220428135916,20220426155059
-79.238639145,43.7384767070001,3136,172388273,2899,Long-Term Care Home,For-Profit,Chartwell Trilogy Long Term Care Residence, , , ,340 McCowan Road, , ,Toronto,M1J3P4,20220428140039,20220426155035
-79.7414774979999,43.654909269,3203,172388379,2745,Long-Term Care Home,Non-Profit,Faith Manor Nursing Home, , , ,7934 Mclaughlin Road South, , ,Brampton,L6Y5A7,20220428135916,20220426155050
-79.9339607589999,43.6442508580001,3232,172388208,2816,Long-Term Care Home,Non-Profit,Bennett Centre Long Term Care, , , ,1 Princess Anne Drive, , ,Halton Hills,L7G2B8,20220428140039,20220426155026
-79.779849687,43.393019721,3260,172388299,M623,Long-Term Care Home,Non-Profit,Creek Way Village, , , ,5200 Corporate Drive, , ,Burlington,L7L7G7,20220428135930,20220426155039
-93.389528856,48.617570083,3268,172388605,3033,Long-Term Care Home,Non-Profit,Rainycrest, , , ,550 Osborne Street, , ,Fort Frances,P9A3T2,20220428140003,20220426155119
-80.2474737169999,43.1785313610001,3281,172388224,2678,Long-Term Care Home,For-Profit,Brierwood Gardens, , , ,425 Park Road North, , ,Brantford,N3R7G5,20220428140056,20220426155029
-79.2518987029999,43.19664921,3287,172388436,2960,Long-Term Care Home,Non-Profit,Heidehof Long Term Care Home, , , ,600 Lake Street, , ,St. Catharines,L2N4J4,20220428140056,20220426155057
-79.388077543,43.157598997,3289,172388753,2951,Long-Term Care Home,Non-Profit,United Mennonite Home, , , ,4024 Twenty-Third Street, , ,Lincoln,L0R2C0,20220428140022,20220426155139
-77.129805448,45.8272775610001,3312,172388531,M621,Long-Term Care Home,Non-Profit,Miramichi Lodge, , , ,725 Pembroke Street West, , ,Pembroke,K8A8S6,20220428135916,20220426155109
-81.2100655739999,42.670280125,3363,172388358,2669,Long-Term Care Home,For-Profit,Extendicare Port Stanley, , , ,4551 East Road, , ,Port Stanley,N5L1J6,20220428140002,20220426155047
-79.541422994,43.189527996,3376,172388304,M611,Long-Term Care Home,Non-Profit,Deer Park Villa, , , ,150 Central Avenue, , ,Grimsby,L3M4Z3,20220428140021,20220426155039
-81.16902197,42.7667600440001,3396,172388245,2627,Long-Term Care Home,For-Profit,Caressant Care on Mary Bucke, , , ,4 Mary Bucke Street, , ,St. Thomas,N5R5J6,20220428140114,20220426155032
-80.127374302,43.439978813,3400,172388540,2727,Long-Term Care Home,For-Profit,Morriston Park Nursing Home, , , ,7363 Calfass Road,R.R. 2, ,Puslinch,N0B2J0,20220428140039,20220426155111
-75.216062686,45.5105400900001,3439,172388261,2988,Long-Term Care Home,Non-Profit,Centre d'Accueil Roger Seguin, , , ,435 Lemay Street, , ,Clarence Creek,K0A1N0,20220428140002,20220426155034
-80.7392272439999,43.974513976,3446,172388679,3051,Long-Term Care Home,For-Profit,Strathcona Long Term Care, , , ,720 Princess Street, , ,Mount Forest,N0G2L3,20220428140057,20220426155129
-79.70535118,43.5821186580001,3451,172388682,2648,Long-Term Care Home,For-Profit,Streetsville Care Community, , , ,1742 Bristol Road West, , ,Mississauga,L5M1X9,20220428135946,20220426155129
-75.9019601959999,45.3098602270001,3470,172388398,2882,Long-Term Care Home,For-Profit,Garden Terrace, , , ,100 Aird Place, , ,Ottawa,K2L4H8,20220428140114,20220426155052
-79.231105357,43.894413634,3498,172388802,2876,Long-Term Care Home,Non-Profit,Yee Hong Centre - Markham, , , ,2780 Bur Oak Avenue, , ,Markham,L6B1C9,20220428135916,20220426155145
-79.456588659,44.232031482,3505,172388255,2769,Long-Term Care Home,For-Profit,Cedarvale Lodge Retirement and Care Community, , , ,121 Morton Avenue, , ,Georgina,L4P2M5,20220428140002,20220426155033
-75.758855752,45.3429164390001,3513,172388584,M609,Long-Term Care Home,Non-Profit,Peter D. Clark Centre, , , ,9 Meridian Place, , ,Ottawa,K2G6P8,20220428140056,20220426155117
-80.0956959809999,44.4184347840001,3522,172388675,2735,Long-Term Care Home,For-Profit,Stayner Care Centre, , , ,Highway 26,"Postal Office Box 350, 244 Main Street East, 7308", ,Stayner,L0M1S0,20220428140057,20220426155128
-79.920057218,43.240122587,3529,172388674,2927,Long-Term Care Home,Non-Profit,St. Peter's Residence at Chedoke, , , ,125 Redfern Avenue, , ,Hamilton,L9C7W9,20220428135946,20220426155128
-79.3735702819999,43.6660735880001,3548,172388395,M524,Long-Term Care Home,Non-Profit,Fudger House, , , ,439 Sherbourne Street, , ,Toronto,M4X1K6,20220428140114,20220426155052
-77.6890543009999,45.4860665780001,3552,172388755,2675,Long-Term Care Home,Non-Profit,Valley Manor Nursing Home, , , ,88 Mintha Street,Postal Office Box 880, ,Barry's Bay,K0J1B0,20220428140040,20220426155139
-79.0655759479999,43.254273029,3576,172388547,2618,Long-Term Care Home,For-Profit,Niagara Long Term Care Residence, , , ,120 Wellington Street,Postal Office Box 985, ,Niagara-on-the-Lake,L0S1J0,20220428135946,20220426155112
-79.518451722,43.5972087690001,3577,172388481,M595,Long-Term Care Home,Non-Profit,Lakeshore Lodge, , , ,3197 Lake Shore Boulevard West, , ,Toronto,M8V3X5,20220428135931,20220426155103
-80.982002181,46.517555386,3638,172388592,M566,Long-Term Care Home,Non-Profit,Pioneer Manor, , , ,960 Notre Dame Avenue, , ,Greater Sudbury,P3A2T4,20220428140056,20220426155117
-79.948954929,43.2598559890001,3656,172388778,M592,Long-Term Care Home,Non-Profit,Wentworth Lodge, , , ,41 South Street West, , ,Hamilton,L9H4C4,20220428140022,20220426155142
-79.8755664189999,43.4025639180001,3679,172388542,2577,Long-Term Care Home,NH non-profit,Mount Nemo Christian Nursing Home, , , ,2480 No. 2 Side Road, , ,Burlington,L7P0H1,20220428135916,20220426155111
-80.306631727,43.0875860420001,3749,172388428,2720,Long-Term Care Home,For-Profit,Hardy Terrace, , , ,612 Mount Pleasant Road,R.R. 2, ,Brantford,N3T5L5,20220428135916,20220426155056
-79.623099725,44.364127597,3777,172388218,2967,Long-Term Care Home,Non-Profit,Bob Rumball Home for The Deaf, , , ,1 Royal Parkside Drive, , ,Barrie,L4M0C4,20220428140039,20220426155028
-79.800299593,43.383406818,3815,172388725,2854,Long-Term Care Home,For-Profit,The Village of Tansley Woods, , , ,4100 Upper Middle Road, , ,Burlington,L7M4W8,20220428140003,20220426155135
-81.3435493329999,48.4860567690001,3830,172388411,M530,Long-Term Care Home,Non-Profit,Golden Manor, , , ,481 Melrose Boulevard, , ,Timmins,P4N5H3,20220428140056,20220426155054
-79.418649696,43.664770585,3832,172388710,2631,Long-Term Care Home,For-Profit,The O'Neill Centre, , , ,33 Christie Street, , ,Toronto,M6G3B1,20220428140022,20220426155133
-79.4337750989999,43.6365144800001,3856,172388482,2929,Long-Term Care Home,Non-Profit,Lakeside Long Term Care Centre, , , ,150 Dunn Avenue, , ,Toronto,M6K2R6,20220428135916,20220426155103
-81.78087541,46.2488859000001,3885,172388334,2932,Long-Term Care Home,Non-Profit,Espanola General Hospital (operating as Espanola Nursing Home-LTC), , , ,825 Mckinnon Drive, , ,Espanola,P5E1R4,20220428140114,20220426155044
-75.546388893,45.4830555720001,3889,172388611,3013,Long-Term Care Home,Non-Profit,Residence Saint-Louis, , , ,879 Chemin Parc Hiawatha, , ,Ottawa,K1C2Z6,20220428140039,20220426155120
-79.53079323,43.6441010770001,3900,172388477,2860,Long-Term Care Home,Non-Profit,Labdara Lithuanian Nursing Home, , , ,5 Resurrection Road, , ,Toronto,M9A5G1,20220428140114,20220426155103
-79.3661380839999,43.7131212960001,3927,172388689,2792,Long-Term Care Home,Non-Profit,Suomi-Koti Toronto Nursing Home, , , ,795 Eglinton Avenue East, , ,Toronto,M4G4E4,20220428135931,20220426155130
-79.0253824869999,43.8510344360001,3980,172388265,2658,Long-Term Care Home,For-Profit,Chartwell Ballycliffe Long Term Care Residence, , , ,70 Station Street, , ,Ajax,L1S1R9,20220428140002,20220426155034
-78.909008453,43.8867536480001,3987,172388686,1013,Long-Term Care Home,Non-Profit,Sunnycrest Nursing Home, , , ,1635 Dundas Street East, , ,Whitby,L1N2K9,20220428140057,20220426155130
-80.386476763,43.20752336,3992,172388692,2742,Long-Term Care Home,For-Profit,Telfer Place, , , ,245 Grand River Street North, , ,Brant,N3L3V8,20220428135946,20220426155131
-79.27794106,43.7672988100001,4005,172388382,2906,Long-Term Care Home,For-Profit,Fieldstone Commons Care Community, , , ,1000 Ellesmere Road, , ,Toronto,M1P5G2,20220428140039,20220426155050
-79.5841356609999,43.798591801,4024,172388271,2808,Long-Term Care Home,For-Profit,Chartwell Pine Grove Long Term Care Residence, , , ,8403 Islington Avenue, , ,Vaughan,L4L1X3,20220428135946,20220426155035
-80.4905751639999,42.8420405900001,4028,172388306,2660,Long-Term Care Home,For-Profit,Delhi Long Term Care Centre, , , ,750 Gibraltar Street, , ,Delhi,N4B3B3,20220428135931,20220426155040
-76.482325998,44.238068517,4036,172388613,M569,Long-Term Care Home,Non-Profit,Rideaucrest Home, , , ,175 Rideau Street, , ,Kingston,K7K3H6,20220428140003,20220426155120
-75.779072761,45.375253544,4058,172388354,2302,Long-Term Care Home,For-Profit,Extendicare New Orchard Lodge, , , ,99 New Orchard Avenue, , ,Ottawa,K2B5E6,20220428140114,20220426155046
-89.274435266,48.3751034540001,4062,172388653,2962,Long-Term Care Home,For-Profit,Southbridge Pinewood, , , ,2625 Walsh Street East, , ,Thunder Bay,P7E2E5,20220428140039,20220426155125
-79.506811822,43.6378051770001,4090,172388464,2995,Long-Term Care Home,Non-Profit,Ivan Franko Home (Etobicoke), , , ,767 Royal York Road, , ,Toronto,M8Y2T3,20220428140002,20220426155101
-79.2125806829999,45.3265596800001,4104,172388374,2708,Long-Term Care Home,Non-Profit,Fairvern Nursing Home, , , ,14 Mill Street, , ,Huntsville,P1H2A4,20220428140021,20220426155049
-79.394111999,43.7850097080001,4136,172388234,M596,Long-Term Care Home,Non-Profit,Carefree Lodge, , , ,306 Finch Avenue East, , ,Toronto,M2N4S5,20220428135946,20220426155030
-75.707054028,45.2655890280001,4139,172388248,M508,Long-Term Care Home,Non-Profit,Carleton Lodge, , , ,55 Lodge Road,R.R. 2, ,Ottawa,K2C3H1,20220428135930,20220426155032
-79.590939841,43.5496952570001,4148,172388532,1078,Long-Term Care Home,For-Profit,Mississauga Long Term Care Facility, , , ,26 Peter Street North, , ,Mississauga,L5H2G7,20220428140002,20220426155110
-75.560097496,45.4604075670001,4165,172388499,2974,Long-Term Care Home,For-Profit,Madonna Care Community, , , ,1541 Saint Joseph Boulevard, , ,Ottawa,K1C7L3,20220428140021,20220426155105
-79.7837036179999,43.720351678,4183,172388795,2928,Long-Term Care Home,For-Profit,Woodhall Park Care Community, , , ,10260 Kennedy Road North, , ,Brampton,L6Z4N7,20220428140115,20220426155144
-79.447307603,43.64019948,4189,172388291,2937,Long-Term Care Home,Non-Profit,Copernicus Lodge, , , ,66 Roncesvalles Avenue, , ,Toronto,M6R3A7,20220428135916,20220426155038
-79.648368456,43.5104323480001,4203,172388644,M572,Long-Term Care Home,Non-Profit,Sheridan Villa, , , ,2460 Truscott Drive, , ,Mississauga,L5J3Z8,20220428140115,20220426155124
-79.421568398,43.673232087,4274,172388253,M510,Long-Term Care Home,Non-Profit,Castleview Wychwood Towers, , , ,351 Christie Street, , ,Toronto,M6G3C3,20220428140056,20220426155033
-81.503962535,43.435293845,4277,172388602,933,Long-Term Care Home,For-Profit,Queensway Long Term Care Home, , , ,100 Queen Street East,Postal Office Box 369, ,Hensall,N0M1X0,20220428140021,20220426155119
-79.802552288,43.3201088070001,4295,172388511,2408,Long-Term Care Home,For-Profit,Maple Villa Long Term Care Centre, , , ,441 Maple Avenue, , ,Burlington,L7S1L8,20220428140114,20220426155107
-79.403434891,43.6581903850001,4321,172388705,2852,Long-Term Care Home,Non-Profit,The Kensington Gardens, , , ,25 Brunswick Avenue, , ,Toronto,M5S2L9,20220428135931,20220426155132
-79.2939557669999,43.7829159120001,4347,172388642,2782,Long-Term Care Home,Non-Profit,Shepherd Lodge, , , ,3760 Sheppard Avenue East, , ,Toronto,M1T3K9,20220428140115,20220426155124
-79.274404858,43.7493393070001,4391,172388439,2941,Long-Term Care Home,Non-Profit,Hellenic Home - Scarborough, , , ,2411 Lawrence Avenue East, , ,Toronto,M1P4X1,20220428135946,20220426155057
-81.41129065,42.8174011420001,4394,172388567,3042,Long-Term Care Home,Non-Profit,Oneida Nation of the Thames Long-Term Care Home (Tsi' Nu: yoyantle' Na' Tuhuwatisni), , , ,2229 Elm Avenue,R.R. 2, ,Southwold,N0L2G0,20220428135931,20220426155114
-80.4007436109999,43.696461345,4404,172388777,M629,Long-Term Care Home,Non-Profit,Wellington Terrace Long-Term Care Home, , , ,474 Charles Allan Way, , ,Fergus,N1M0A1,20220428140003,20220426155142
-81.757958344,42.6583913970001,4438,172388196,2626,Long-Term Care Home,For-Profit,Babcock Community Care Centre, , , ,196 Wellington Street,Postal Office Box 190, ,Wardsville,N0L2N0,20220428140114,20220426155025
-79.266326906,43.183508707,4442,172388494,M551,Long-Term Care Home,Non-Profit,Linhaven, , , ,403 Ontario Street, , ,St. Catharines,L2N1L5,20220428140039,20220426155105
-80.2004954829999,44.0764814200001,4463,172388312,M516,Long-Term Care Home,Non-Profit,Dufferin Oaks, , , ,151 Centre Street, , ,Shelburne,L9V3R7,20220428135946,20220426155040
-78.950655565,43.878469845,4467,172388375,M522,Long-Term Care Home,Non-Profit,Fairview Lodge, , , ,632 Dundas Street West,Postal Office Box 300, ,Whitby,L1N5S3,20220428135931,20220426155049
-79.957697632,43.261750389,4477,172388670,2975,Long-Term Care Home,Non-Profit,"St. Joseph's Villa, Dundas", , , ,56 Governors Road, , ,Hamilton,L9H5G7,20220428140003,20220426155128
-81.379223544,48.4774553660001,4491,172388365,3044,Long-Term Care Home,For-Profit,Extendicare Timmins, , , ,62 St-Jean Avenue, , ,Timmins,P4R0A6,20220428140056,20220426155048
-79.688578373,43.5623168550001,4493,172388647,2956,Long-Term Care Home,For-Profit,Silverthorn Care Community, , , ,4350 Mississauga Road, , ,Mississauga,L5M7C8,20220428140021,20220426155125
-79.4392230999999,43.6371626800001,4522,172388278,2583,Long-Term Care Home,For-Profit,Chartwell White Eagle Long Term Care Residence, , , ,138 Dowling Avenue, , ,Toronto,M6K3A6,20220428140114,20220426155036
-76.485460898,44.2355293160001,4526,172388600,3005,Long-Term Care Home,Non-Profit,Providence Manor, , , ,275 Sydenham Street, , ,Kingston,K7K1G7,20220428140039,20220426155119
-77.137326093,44.0251117510001,4549,172388423,M556,Long-Term Care Home,Non-Profit,H.J. McFarland Memorial Home, , , ,603 County Road 49,"R.R. 2, Hallowell Township", ,Prince Edward,K0K2T0,20220428135946,20220426155055
-75.6282044169999,45.447844762,4552,172388505,2867,Long-Term Care Home,For-Profit,Manoir Marochel, , , ,949 Montreal Road, , ,Ottawa,K1K0S6,20220428135931,20220426155106
-81.026744806,46.6119520980001,4564,172388327,2868,Long-Term Care Home,For-Profit,Elizabeth Centre, , , ,2100 Main Street, , ,Greater Sudbury,P3N1S7,20220428140039,20220426155043
-78.541005792,44.5400074780001,4622,172388251,958,Long-Term Care Home,For-Profit,Case Manor Care Community, , , ,28 Boyd Street,Postal Office Box 670, ,Kawartha Lakes,K0M1A0,20220428140002,20220426155032
-80.966767471,46.4666058780001,4629,172388671,2913,Long-Term Care Home,Non-Profit,"St. Joseph's Villa, Sudbury", , , ,1250 South Bay Road, , ,Greater Sudbury,P3E6L9,20220428140057,20220426155128
-78.318164501,44.3276075520001,4646,172388372,M520,Long-Term Care Home,Non-Profit,Fairhaven, , , ,881 Dutton Road, , ,Peterborough,K9H7S4,20220428135946,20220426155049
-80.976493765,43.3834647620001,4650,172388419,3023,Long-Term Care Home,Non-Profit,Greenwood Court, , , ,90 Greenwood Drive, , ,Stratford,N5A7W5,20220428135931,20220426155055
-79.4336708069999,43.7305439960001,4660,172388703,2824,Long-Term Care Home,Non-Profit,The Jewish Home for the Aged, , , ,3560 Bathurst Street, , ,Toronto,M6A2E1,20220428140003,20220426155132
-78.748025441,44.342801035,4674,172388394,2703,Long-Term Care Home,For-Profit,Frost Manor, , , ,225 Mary Street West, , ,Kawartha Lakes,K9V5K3,20220428140056,20220426155052
-82.590295048,42.056599249,4676,172388685,M579,Long-Term Care Home,Non-Profit,Sun Parlor Home for Senior Citizens, , , ,175 Talbot Street East, , ,Leamington,N8H1L9,20220428140021,20220426155129
-80.198028322,44.4994545930001,4710,172388199,2657,Long-Term Care Home,For-Profit,Bay Haven Nursing Home, , , ,499 Hume Street, , ,Collingwood,L9Y4H8,20220428140002,20220426155025
-78.315318501,44.336066653,4717,172388620,2722,Long-Term Care Home,For-Profit,Riverview Manor Nursing Home, , , ,1155 Water Street, , ,Peterborough,K9H3P8,20220428140057,20220426155121
-79.1889980349999,43.80323852,4739,172388359,2883,Long-Term Care Home,For-Profit,Extendicare Rouge Valley, , , ,551 Conlins Road, , ,Toronto,M1B5S1,20220428140114,20220426155047
-89.21555696,48.4503742680001,4743,172388654,2866,Long-Term Care Home,For-Profit,Southbridge Roseview, , , ,99 Shuniah Street, , ,Thunder Bay,P7A2Z2,20220428140039,20220426155125
-79.163594083,44.42753163,4764,172388483,M546,Long-Term Care Home,Non-Profit,Lakeview Manor, , , ,133 Main Street,Postal Office Box 514, ,Beaverton,L0K1A0,20220428135946,20220426155103
-79.781426315,43.6999864750001,4767,172388578,M562,Long-Term Care Home,Non-Profit,Peel Manor, , , ,525 Main Street North, , ,Brampton,L6X1N9,20220428135931,20220426155116
-89.269146167,48.3880442560001,4796,172388450,2923,Long-Term Care Home,Non-Profit,Hogarth Riverview Manor, , , ,300 Lillie Street, , ,Thunder Bay,P7C4Y7,20220428140002,20220426155059
-84.324705256,46.529570102,4810,172388367,2609,Long-Term Care Home,For-Profit,Extendicare Van Daele, , , ,39 Van Daele Street, , ,Sault Ste. Marie,P6B4V3,20220428140021,20220426155048
-74.751483493,45.037485228,4828,172388631,2778,Long-Term Care Home,For-Profit,Sandfield Place, , , ,220 Emma Street, , ,Cornwall,K6J5V8,20220428140115,20220426155123
-80.271888557,43.550211925,4860,172388667,3011,Long-Term Care Home,Non-Profit,"St. Joseph's Health Centre, Guelph", , , ,100 Westmount Road, , ,Guelph,N1H5H8,20220428135946,20220426155127
-82.598159048,42.0308223440001,4879,172388392,2602,Long-Term Care Home,For-Profit,Franklin Gardens Long Term Care Home, , , ,24 Franklin Road, , ,Leamington,N8H4B7,20220428140114,20220426155051
-81.271799817,42.93893947,4883,172388721,2979,Long-Term Care Home,For-Profit,The Village of Glendale Crossing, , , ,3030 Singleton Avenue, , ,London,N6L0B6,20220428140040,20220426155135
-79.900816021,43.3423369060001,4885,172388184,2861,Long-Term Care Home,For-Profit,Alexander Place, , , ,329 Parkside Drive,Postal Office Box 50, ,Hamilton,L0R2H0,20220428140021,20220426155023
-80.1164524659999,43.0729554480001,4902,172388462,2724,Long-Term Care Home,Non-Profit,Iroquois Lodge Nursing Home, , , ,1755 Chiefswood Road,Postal Office Box 309, ,Ohsweken,N0A1M0,20220428140114,20220426155101
-80.3257496589999,43.3769168920001,4924,172388617,2753,Long-Term Care Home,For-Profit,Riverbend Place, , , ,650 Coronation Boulevard, , ,Cambridge,N1R7S6,20220428135946,20220426155121
-82.346672459,43.0102935290001,4929,172388683,2573,Long-Term Care Home,For-Profit,Sumac Lodge, , , ,1464 Blackwell Road, , ,Sarnia,N7S5M4,20220428135931,20220426155129
-81.183435253,46.575708584,4942,172388662,3039,Long-Term Care Home,Non-Profit,St. Gabriel's Villa of Sudbury, , , ,4690 Regional Road 15, , ,Greater Sudbury,P0M1L0,20220428135916,20220426155127
-78.864538941,43.9149929550001,4947,172388447,M630,Long-Term Care Home,Non-Profit,Hillsdale Terraces, , , ,600 Oshawa Boulevard North, , ,Oshawa,L1G5T9,20220428140056,20220426155059
-79.596629659,43.727185288,4971,172388453,2716,Long-Term Care Home,For-Profit,Humber Valley Terrace, , , ,95 Humber College Boulevard, , ,Toronto,M9V5B5,20220428140039,20220426155059
-79.9673258349999,43.2613583890001,4989,172388214,2641,Long-Term Care Home,For-Profit,Blackadar Continuing Care Centre, , , ,101 Creighton Road, , ,Hamilton,L9H3B7,20220428140114,20220426155027
-79.254210563,43.883715631,4993,172388515,2924,Long-Term Care Home,Non-Profit,Markhaven, , , ,54 Parkway Avenue, , ,Markham,L3P2G4,20220428140039,20220426155107
-80.578084858,43.592950418,5009,172388198,2830,Long-Term Care Home,For-Profit,Barnswallow Place Care Community, , , ,120 Barnswallow Drive, , ,Elmira,N3B2Y9,20220428140039,20220426155025
-79.656096136,44.3689843970001,5096,172388529,2981,Long-Term Care Home,Non-Profit,Mill Creek Care Centre, , , ,286 Hurst Drive, , ,Barrie,L4N0Z3,20220428135916,20220426155109
-81.135421903,43.259635433,5119,172388473,2726,Long-Term Care Home,For-Profit,Kingsway Lodge Nursing Home, , , ,310 Queen Street East,R.R. 6, ,Saint Marys,N4X1C8,20220428140002,20220426155102
-78.595225655,43.916494867,5132,172388386,2625,Long-Term Care Home,For-Profit,Fosterbrooke, , , ,330 King Street West, , ,Newcastle,L1B1G9,20220428140021,20220426155050
-79.777525248,44.0813862410001,5150,172388648,M573,Long-Term Care Home,Non-Profit,Simcoe Manor Home for the Aged, , , ,5988 8th Line,"Postal Office Box 100, Main Street East", ,New Tecumseth,L0G1A0,20220428140115,20220426155125
-78.913999954,43.884000047,5195,172388408,3053,Long-Term Care Home,NH non-profit,Glen Hill Terrace, , , ,100 Glen Hill Drive South, , ,Whitby,L1N7A3,20220428140002,20220426155053
-79.4508084249999,43.87044552,5222,172388497,2825,Long-Term Care Home,Non-Profit,Mackenzie Health Long Term Care Facility, , , ,10 Trench Street, , ,Richmond Hill,L4C4Z3,20220428140002,20220426155105
-75.904981194,45.2698658200001,5236,172388418,2879,Long-Term Care Home,For-Profit,Granite Ridge Care Community, , , ,5501 Abbott Street East, , ,Ottawa,K2S2C5,20220428140021,20220426155055
-76.5353692149999,44.2393925150001,5243,172388346,2616,Long-Term Care Home,For-Profit,Extendicare Kingston, , , ,309 Queen Mary Road, , ,Kingston,K7M6P4,20220428140002,20220426155045
